Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,Customer_ID,age_range,HolidayName,Month_name,jan_dummy,feb_dummy,mar_dummy,apr_dummy,may_dummy,jun_dummy,jul_dummy,aug_dummy,sep_dummy,oct_dummy,nov_dummy,dec_dummy,spend_3m,QTY_3m,spend_12m,QTY_12m,dummy_under_20,dummy_20_29,dummy_30_39,dummy_40_49,dummy_50_59,dummy_60_plus,gender_dummy,HolidayDummy,Max_Temp,Min_Temp,Mean_Temp,Total_Precip_mm,Product_Category
244,2023-12-09,CUST244,Male,28,Beauty,2,50,100,CUST244,20-29,0,12,0,0,0,0,0,0,0,0,0,0,0,1,100,2,100,2,0,1,0,0,0,0,1,0,13,7.6,10.3,9.1,Beauty
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,CUST245,40-49,0,9,0,0,0,0,0,0,0,0,1,0,0,0,90,3,90,3,0,0,0,1,0,0,1,0,31.4,22.1,26.7,0,Clothing
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,CUST246,40-49,0,4,0,0,0,1,0,0,0,0,0,0,0,0,50,2,50,2,0,0,0,1,0,0,0,0,10.2,3.9,7.1,0.7,Electronics
247,2023-10-04,CUST247,Male,41,Electronics,2,30,60,CUST247,40-49,0,10,0,0,0,0,0,0,0,0,0,1,0,0,60,2,60,2,0,0,0,1,0,0,1,0,27.2,17.9,22.6,0,Electronics
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,CUST248,20-29,0,3,0,0,1,0,0,0,0,0,0,0,0,0,900,3,900,3,0,1,0,0,0,0,1,0,4.6,-2.5,1.1,0,Clothing
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50,CUST249,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,50,1,50,1,0,1,0,0,0,0,1,0,15,10.1,12.5,5.7,Clothing
250,2023-10-23,CUST250,Male,48,Electronics,1,50,50,CUST250,40-49,0,10,0,0,0,0,0,0,0,0,0,1,0,0,50,1,50,1,0,0,0,1,0,0,1,0,12.2,2,7.1,0,Electronics
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,CUST251,50-59,0,8,0,0,0,0,0,0,0,1,0,0,0,0,200,4,200,4,0,0,0,0,1,0,0,0,22.1,11.6,16.8,0,Beauty
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,CUST252,50-59,0,5,0,0,0,0,1,0,0,0,0,0,0,0,300,1,300,1,0,0,0,0,1,0,1,0,14.5,8.5,11.5,0.1,Electronics
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,CUST253,50-59,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2000,4,2000,4,0,0,0,0,1,0,0,0,22.1,11.6,16.8,0,Clothing
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,CUST254,40-49,0,7,0,0,0,0,0,0,1,0,0,0,0,0,500,1,500,1,0,0,0,1,0,0,1,0,30,20.4,25.2,0,Electronics
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,CUST255,40-49,0,4,0,0,0,1,0,0,0,0,0,0,0,0,30,1,30,1,0,0,0,1,0,0,1,0,6.1,-1.6,2.3,0,Clothing
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,CUST256,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1000,2,1000,2,0,1,0,0,0,0,1,0,2.8,-6.9,-2,0,Clothing
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,CUST257,Under 20,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,1,0,0,0,0,0,1,0,8.8,2,5.4,0,Beauty
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,CUST258,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1,0,0,1,0,0,0,0,0,4.4,1.2,2.8,0,Clothing
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,CUST259,40-49,0,8,0,0,0,0,0,0,0,1,0,0,0,0,200,4,200,4,0,0,0,1,0,0,0,0,28.9,16.6,22.8,0,Clothing
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,CUST260,20-29,Canada Day,7,0,0,0,0,0,0,1,0,0,0,0,0,60,2,60,2,0,1,0,0,0,0,1,1,28.7,19.4,24,0.4,Beauty
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,CUST261,20-29,0,8,0,0,0,0,0,0,0,1,0,0,0,0,50,2,50,2,0,1,0,0,0,0,1,0,24.2,18.4,21.3,0,Clothing
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,CUST262,30-39,0,7,0,0,0,0,0,0,1,0,0,0,0,0,120,4,120,4,0,0,1,0,0,0,0,0,24.3,14.8,19.5,0,Beauty
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,CUST263,20-29,0,8,0,0,0,0,0,0,0,1,0,0,0,0,60,2,60,2,0,1,0,0,0,0,1,0,22.9,15,19,0,Beauty
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,CUST264,40-49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,900,3,900,3,0,0,0,1,0,0,1,0,2.7,-1.3,0.7,0.2,Clothing
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,CUST265,50-59,0,12,0,0,0,0,0,0,0,0,0,0,0,1,900,3,900,3,0,0,0,0,1,0,1,0,3,0.7,1.8,0,Clothing
266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,CUST266,Under 20,0,12,0,0,0,0,0,0,0,0,0,0,0,1,60,2,60,2,1,0,0,0,0,0,0,0,9.8,1.2,5.5,9,Electronics
267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,CUST267,30-39,0,11,0,0,0,0,0,0,0,0,0,0,1,0,90,3,90,3,0,0,1,0,0,0,0,0,4.7,-3,0.8,0,Beauty
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,CUST268,20-29,Family Day,2,0,1,0,0,0,0,0,0,0,0,0,0,30,1,30,1,0,1,0,0,0,0,0,1,6.6,-0.9,2.9,0,Electronics
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,CUST269,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,0,1,0,0,0,0,1,0,-3.7,-10.6,-7.1,0,Clothing
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,CUST270,40-49,0,7,0,0,0,0,0,0,1,0,0,0,0,0,300,1,300,1,0,0,0,1,0,0,1,0,28.8,20.6,24.7,6.2,Electronics
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,CUST271,60+,0,6,0,0,0,0,0,1,0,0,0,0,0,0,120,4,120,4,0,0,0,0,0,1,0,0,23.3,19.3,21.3,4.6,Beauty
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,CUST272,60+,0,2,0,1,0,0,0,0,0,0,0,0,0,0,100,2,100,2,0,0,0,0,0,1,0,0,-0.9,-8.2,-4.5,0.9,Electronics
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,CUST273,20-29,0,5,0,0,0,0,1,0,0,0,0,0,0,0,50,1,50,1,0,1,0,0,0,0,0,0,20.2,8.6,14.4,0,Beauty
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,CUST274,20-29,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1000,2,1000,2,0,1,0,0,0,0,0,0,10.1,1.6,5.8,0,Clothing
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,CUST275,40-49,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1000,2,1000,2,0,0,0,1,0,0,1,0,6.1,-1.6,2.3,0,Clothing
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,CUST276,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,100,4,100,4,0,1,0,0,0,0,0,0,25.2,16.9,21.1,0,Beauty
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,CUST277,30-39,0,8,0,0,0,0,0,0,0,1,0,0,0,0,100,4,100,4,0,0,1,0,0,0,1,0,20.8,14.8,17.8,0,Clothing
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,CUST278,30-39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,100,4,100,4,0,0,1,0,0,0,0,0,2,-2.3,-0.1,0.5,Clothing
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,CUST279,50-59,0,8,0,0,0,0,0,0,0,1,0,0,0,0,500,1,500,1,0,0,0,0,1,0,1,0,24.2,18.4,21.3,0,Clothing
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,CUST280,30-39,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1,0,0,0,0,0,10.3,5.6,7.9,1.5,Clothing
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,CUST281,20-29,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2000,4,2000,4,0,1,0,0,0,0,0,0,19.5,10,14.8,0,Beauty
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,CUST282,60+,0,8,0,0,0,0,0,0,0,1,0,0,0,0,200,4,200,4,0,0,0,0,0,1,0,0,24.9,19.4,22.2,0,Electronics
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,CUST283,Under 20,0,5,0,0,0,0,1,0,0,0,0,0,0,0,500,1,500,1,1,0,0,0,0,0,0,0,20.2,8.6,14.4,0,Electronics
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,CUST284,40-49,0,2,0,1,0,0,0,0,0,0,0,0,0,0,200,4,200,4,0,0,0,1,0,0,1,0,7.7,2.3,5,0,Clothing
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,CUST285,30-39,0,8,0,0,0,0,0,0,0,1,0,0,0,0,25,1,25,1,0,0,1,0,0,0,0,0,23.2,18.6,20.9,2.8,Electronics
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,CUST286,50-59,Thanksgiving,10,0,0,0,0,0,0,0,0,0,1,0,0,50,2,50,2,0,0,0,0,1,0,1,1,11.4,7.3,9.3,0,Electronics
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,CUST287,50-59,Family Day,2,0,1,0,0,0,0,0,0,0,0,0,0,100,4,100,4,0,0,0,0,1,0,1,1,6.6,-0.9,2.9,0,Clothing
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,CUST288,20-29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,120,4,120,4,0,1,0,0,0,0,1,0,2.5,-3.5,-0.5,1.9,Clothing
289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,CUST289,50-59,0,11,0,0,0,0,0,0,0,0,0,0,1,0,60,2,60,2,0,0,0,0,1,0,1,0,10.2,0,5.1,0,Electronics
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,CUST290,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,600,2,600,2,0,0,1,0,0,0,0,0,27.2,17.9,22.6,0,Beauty
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,CUST291,60+,0,1,1,0,0,0,0,0,0,0,0,0,0,0,600,2,600,2,0,0,0,0,0,1,1,0,-1.5,-4.8,-3.1,0,Clothing
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,CUST292,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,1,0,0,0,0,1,0,1,-7.9,-3.5,5.7,Beauty
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,CUST293,50-59,0,5,0,0,0,0,1,0,0,0,0,0,0,0,90,3,90,3,0,0,0,0,1,0,1,0,8.2,3.2,5.7,5.8,Electronics
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,CUST294,20-29,0,3,0,0,1,0,0,0,0,0,0,0,0,0,90,3,90,3,0,1,0,0,0,0,0,0,6.4,2.8,4.6,1,Clothing
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,CUST295,20-29,0,7,0,0,0,0,0,0,1,0,0,0,0,0,900,3,900,3,0,1,0,0,0,0,0,0,30,20.4,25.2,0,Beauty
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,CUST296,20-29,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1200,4,1200,4,0,1,0,0,0,0,0,0,31.4,22.1,26.7,0,Clothing
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,CUST297,40-49,Labour Day,9,0,0,0,0,0,0,0,0,1,0,0,0,1000,2,1000,2,0,0,0,1,0,0,0,1,32.9,20.8,26.9,0,Electronics
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,CUST298,20-29,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1200,4,1200,4,0,1,0,0,0,0,1,0,10.2,3.9,7.1,0.7,Beauty
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,CUST299,60+,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1000,2,1000,2,0,0,0,0,0,1,1,0,26.5,18.7,22.6,2.5,Electronics
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,CUST300,Under 20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,200,4,200,4,1,0,0,0,0,0,0,0,-3.8,-9.7,-6.8,0,Electronics
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,CUST301,30-39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,120,4,120,4,0,0,1,0,0,0,1,0,10.8,2.8,6.8,0,Clothing
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,CUST302,50-59,0,7,0,0,0,0,0,0,1,0,0,0,0,0,600,2,600,2,0,0,0,0,1,0,1,0,26.1,15.3,20.7,0,Beauty
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,CUST303,Under 20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90,3,90,3,1,0,0,0,0,0,1,0,5.6,3.5,4.6,0,Electronics
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,CUST304,30-39,0,7,0,0,0,0,0,0,1,0,0,0,0,0,60,2,60,2,0,0,1,0,0,0,0,0,25.1,16.6,20.8,0,Electronics
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,CUST305,Under 20,0,5,0,0,0,0,1,0,0,0,0,0,0,0,30,1,30,1,1,0,0,0,0,0,0,0,25,6.6,15.8,0,Beauty
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,CUST306,50-59,0,8,0,0,0,0,0,0,0,1,0,0,0,0,50,1,50,1,0,0,0,0,1,0,1,0,25.6,17.5,21.5,0,Electronics
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,CUST307,20-29,0,5,0,0,0,0,1,0,0,0,0,0,0,0,50,2,50,2,0,1,0,0,0,0,0,0,23.2,12.4,17.8,0,Electronics
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,CUST308,30-39,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1200,4,1200,4,0,0,1,0,0,0,0,0,24.2,18.4,21.3,0,Beauty
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,CUST309,20-29,0,12,0,0,0,0,0,0,0,0,0,0,0,1,25,1,25,1,0,1,0,0,0,0,0,0,4.8,0.8,2.8,7.5,Beauty
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,CUST310,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,25,1,25,1,0,1,0,0,0,0,0,0,16.1,7.2,11.7,0,Beauty
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,CUST311,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,100,4,100,4,0,0,1,0,0,0,0,0,3.1,0.3,1.7,0.1,Beauty
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,CUST312,40-49,0,9,0,0,0,0,0,0,0,0,1,0,0,0,120,4,120,4,0,0,0,1,0,0,1,0,27.8,18.1,22.9,5.4,Clothing
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,CUST313,50-59,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1,0,0,0,9.8,4.2,7,0,Beauty
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,CUST314,50-59,0,4,0,0,0,1,0,0,0,0,0,0,0,0,120,4,120,4,0,0,0,0,1,0,1,0,6.1,-1.6,2.3,0,Clothing
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,CUST315,40-49,0,6,0,0,0,0,0,1,0,0,0,0,0,0,60,2,60,2,0,0,0,1,0,0,1,0,30.4,19,24.7,0,Clothing
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,CUST316,40-49,0,4,0,0,0,1,0,0,0,0,0,0,0,0,50,2,50,2,0,0,0,1,0,0,0,0,11.8,7.5,9.7,16.9,Clothing
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,CUST317,20-29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90,3,90,3,0,1,0,0,0,0,1,0,-1.1,-7.1,-4.1,0,Electronics
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,CUST318,60+,0,10,0,0,0,0,0,0,0,0,0,1,0,0,25,1,25,1,0,0,0,0,0,1,1,0,18.3,9.3,13.8,0,Clothing
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,CUST319,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,500,1,500,1,0,0,1,0,0,0,1,0,24.5,17.4,21,12.3,Clothing
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,CUST320,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,1,0,0,0,0,0,0,-3.7,-10.6,-7.1,0,Electronics
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,CUST321,20-29,0,6,0,0,0,0,0,1,0,0,0,0,0,0,50,2,50,2,0,1,0,0,0,0,0,0,25.9,14.1,20,0,Electronics
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,CUST322,50-59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,500,1,500,1,0,0,0,0,1,0,1,0,-1.1,-7.1,-4.1,0,Electronics
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,CUST323,20-29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,900,3,900,3,0,1,0,0,0,0,0,0,2.5,-3.5,-0.5,1.9,Beauty
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,CUST324,50-59,0,10,0,0,0,0,0,0,0,0,0,1,0,0,150,3,150,3,0,0,0,0,1,0,0,0,21.9,16.3,19.1,0,Electronics
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,CUST325,50-59,0,9,0,0,0,0,0,0,0,0,1,0,0,0,50,2,50,2,0,0,0,0,1,0,0,0,26.7,15.8,21.2,0,Electronics
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,CUST326,Under 20,0,9,0,0,0,0,0,0,0,0,1,0,0,0,75,3,75,3,1,0,0,0,0,0,0,0,21,11.1,16.1,0,Clothing
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,CUST327,50-59,0,9,0,0,0,0,0,0,0,0,1,0,0,0,150,3,150,3,0,0,0,0,1,0,1,0,20.8,14.5,17.6,0.2,Electronics
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,CUST328,30-39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,100,2,100,2,0,0,1,0,0,0,1,0,7.9,1.8,4.8,0,Beauty
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,CUST329,40-49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,4,100,4,0,0,0,1,0,0,0,0,-1.1,-7.1,-4.1,0,Electronics
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,CUST330,20-29,0,9,0,0,0,0,0,0,0,0,1,0,0,0,200,4,200,4,0,1,0,0,0,0,0,0,22.6,13.4,18,0,Beauty
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,CUST331,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,90,3,90,3,0,1,0,0,0,0,1,0,2.1,-3.8,-0.8,0,Electronics
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,CUST332,50-59,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1,0,1,0,12.9,5.8,9.3,0,Electronics
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,CUST333,50-59,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1,0,0,0,5.5,-0.3,2.6,0,Electronics
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,CUST334,30-39,0,11,0,0,0,0,0,0,0,0,0,0,1,0,900,3,900,3,0,0,1,0,0,0,1,0,5.5,0.1,2.8,0,Electronics
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,CUST335,40-49,0,2,0,1,0,0,0,0,0,0,0,0,0,0,120,4,120,4,0,0,0,1,0,0,0,0,-0.2,-20,-10.1,0.4,Beauty
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,CUST336,50-59,0,12,0,0,0,0,0,0,0,0,0,0,0,1,150,3,150,3,0,0,0,0,1,0,0,0,5.7,-0.2,2.7,0,Beauty
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,CUST337,30-39,0,5,0,0,0,0,1,0,0,0,0,0,0,0,500,1,500,1,0,0,1,0,0,0,1,0,10.7,6,8.4,1.3,Clothing
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,CUST338,50-59,0,7,0,0,0,0,0,0,1,0,0,0,0,0,100,2,100,2,0,0,0,0,1,0,1,0,28.8,20.6,24.7,6.2,Beauty
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,CUST339,20-29,0,3,0,0,1,0,0,0,0,0,0,0,0,0,50,2,50,2,0,1,0,0,0,0,0,0,1.1,-1.6,-0.3,21.7,Electronics
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,CUST340,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1200,4,1200,4,0,0,1,0,0,0,0,0,16.1,10.7,13.4,0.2,Clothing
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,CUST341,30-39,0,5,0,0,0,0,1,0,0,0,0,0,0,0,200,4,200,4,0,0,1,0,0,0,1,0,16.7,10.5,13.6,11.1,Clothing
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,CUST342,40-49,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2000,4,2000,4,0,0,0,1,0,0,0,0,18.3,9.3,13.8,0,Clothing
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,CUST343,20-29,0,11,0,0,0,0,0,0,0,0,0,0,1,0,50,2,50,2,0,1,0,0,0,0,1,0,5.5,0.1,2.8,0,Electronics
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,CUST344,40-49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,1,30,1,0,0,0,1,0,0,0,0,1.1,-1,0.1,0,Beauty
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,CUST345,60+,0,11,0,0,0,0,0,0,0,0,0,0,1,0,30,1,30,1,0,0,0,0,0,1,1,0,9.4,4.9,7.1,0,Electronics
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,CUST346,50-59,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1000,2,1000,2,0,0,0,0,1,0,1,0,2.1,-3.8,-0.8,0,Clothing
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,CUST347,40-49,0,8,0,0,0,0,0,0,0,1,0,0,0,0,25,1,25,1,0,0,0,1,0,0,1,0,28.5,18.5,23.5,5.8,Electronics
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,CUST348,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,600,2,600,2,0,0,1,0,0,0,0,0,3.5,1.6,2.6,2.1,Electronics
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,CUST349,50-59,0,10,0,0,0,0,0,0,0,0,0,1,0,0,50,1,50,1,0,0,0,0,1,0,0,0,18.1,14.3,16.2,8,Beauty
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,CUST350,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,75,3,75,3,0,1,0,0,0,0,1,0,15.8,7.2,11.5,0,Beauty
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,CUST351,50-59,0,9,0,0,0,0,0,0,0,0,1,0,0,0,90,3,90,3,0,0,0,0,1,0,0,0,23.5,16.1,19.8,0,Clothing
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,CUST352,50-59,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1000,2,1000,2,0,0,0,0,1,0,1,0,22.6,15.6,19.1,7,Electronics
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,CUST353,30-39,0,5,0,0,0,0,1,0,0,0,0,0,0,0,500,1,500,1,0,0,1,0,0,0,1,0,15.9,10.5,13.2,0,Electronics
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,CUST354,40-49,0,4,0,0,0,1,0,0,0,0,0,0,0,0,200,4,200,4,0,0,0,1,0,0,0,0,23.9,14.6,19.2,0,Beauty
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,CUST355,50-59,0,12,0,0,0,0,0,0,0,0,0,0,0,1,500,1,500,1,0,0,0,0,1,0,0,0,13,7.6,10.3,9.1,Electronics
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,CUST356,50-59,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1,0,1,0,25.9,14.1,20,0,Electronics
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,CUST357,40-49,0,5,0,0,0,0,1,0,0,0,0,0,0,0,75,3,75,3,0,0,0,1,0,0,0,0,10,3.3,6.7,5.1,Electronics
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,CUST358,30-39,0,5,0,0,0,0,1,0,0,0,0,0,0,0,300,1,300,1,0,0,1,0,0,0,0,0,25,6.6,15.8,0,Beauty
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,CUST359,50-59,0,7,0,0,0,0,0,0,1,0,0,0,0,0,50,1,50,1,0,0,0,0,1,0,1,0,29,17.2,23.1,0,Clothing
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,CUST360,40-49,0,3,0,0,1,0,0,0,0,0,0,0,0,0,100,4,100,4,0,0,0,1,0,0,1,0,4.6,-2.5,1.1,0,Clothing
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,CUST361,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1200,4,1200,4,0,0,1,0,0,0,0,0,10.9,2.8,6.8,0.7,Electronics
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,CUST362,50-59,0,11,0,0,0,0,0,0,0,0,0,0,1,0,25,1,25,1,0,0,0,0,1,0,1,0,4.7,-3,0.8,0,Clothing
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,CUST363,60+,0,6,0,0,0,0,0,1,0,0,0,0,0,0,25,1,25,1,0,0,0,0,0,1,1,0,23.4,15.8,19.6,0,Beauty
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,CUST364,Under 20,0,8,0,0,0,0,0,0,0,1,0,0,0,0,500,1,500,1,1,0,0,0,0,0,0,0,20.8,15.9,18.3,2.4,Beauty
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,CUST365,30-39,0,6,0,0,0,0,0,1,0,0,0,0,0,0,300,1,300,1,0,0,1,0,0,0,1,0,22.6,15.6,19.1,7,Clothing
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,CUST366,50-59,0,2,0,1,0,0,0,0,0,0,0,0,0,0,100,2,100,2,0,0,0,0,1,0,1,0,8.9,-0.1,4.4,0,Clothing
